week_start,traffic_total,traffic_mean_site,traffic_median_site,rain_mean_mm,rain_median_mm,rain_max_mm,gasoline_price_mean,real_gasoline_price_mean,diesel_price_mean,real_diesel_price_mean,traffic_total_index100,traffic_mean_site_index100,gasoline_price_mean_index100,real_gasoline_price_mean_index100,diesel_price_mean_index100,real_diesel_price_mean_index100,traffic_total_ma7,traffic_total_ma30,traffic_mean_site_ma7,traffic_mean_site_ma30,gasoline_price_mean_ma7,gasoline_price_mean_ma30,real_gasoline_price_mean_ma7,real_gasoline_price_mean_ma30,rain_mean_mm_ma7,rain_mean_mm_ma30
2011-07-05,573760.0,11709.387755102041,8974.0,3.3309037900874636,3.3999999999999995,3.414285714285714,12.344285714285714,15.564601833672567,11.028571428571428,13.905650521461894,152.8461522068069,177.80062603648963,106.0505645557192,103.88435708402247,106.55624568668047,104.37970908332122,620062.2653061225,587241.7523809524,12446.43733812349,11570.551311188012,12.23,12.275380952380953,15.419917861648056,15.470561932884648,11.834213832814415,7.2312024032596955
2011-07-12,549347.1428571428,11211.166180758019,8615.142857142857,5.762390670553936,5.885714285714286,5.957142857142857,12.611428571428572,15.901435596303832,11.312857142857142,14.264099284903724,146.34271648688886,170.2354048929115,108.34560628375061,106.13251988632685,109.30296756383713,107.07032593663482,553600.8367346938,559199.4571428571,11297.976259891713,11457.349305426756,12.525918367346938,12.30942857142857,15.793617913689241,15.515786489089555,6.429029571012078,8.280043003539216
2011-07-19,517568.0,10562.612244897959,8156.857142857143,7.852769679300292,7.857142857142857,8.642857142857142,12.635714285714286,15.932056847452131,11.324285714285717,14.278509285444098,137.87694733925792,160.38746935383065,108.55424644084438,106.33689832289998,109.41338854382333,107.17849143827554,526177.9795918368,556069.8380952381,10738.326114119118,11403.218502491462,12.635510204081632,12.370619047619048,15.93179952601391,15.595233548231665,6.579008746355685,9.045165070756907
2011-07-26,526513.0,10899.826593991635,8462.42857142857,0.7341107871720116,0.7428571428571428,0.7714285714285715,12.549999999999999,15.825125263399306,11.237142857142857,14.169658291864266,140.2598405899026,165.50788415529783,107.81786941580755,105.62319430528281,108.57142857142856,106.36142538115313,522761.1020408164,558765.2333333333,10724.016641616718,11346.851438704414,12.588775510204082,12.469714285714286,15.873036262375589,15.722334813816929,2.9067888379841733,8.008407918611999
2011-08-02,585605.7142857143,12011.382420445381,9016.857142857143,3.7018795360089323,3.6142857142857143,5.3999999999999995,12.457142857142857,15.714826361981654,11.155714285714286,14.073059525311324,156.0017779888632,182.38624927151577,107.02012763868434,104.88701546927447,107.78467908902691,105.63632797308568,557350.6122448979,542951.7476190476,11490.955866754563,11120.752380233183,12.521224489795918,12.55152380952381,15.793223670108167,15.827230259020903,1.3870009836327062,4.259182639621199
2011-08-09,523958.14285714284,12098.195384924156,9260.07142857143,6.924160223095449,6.928571428571429,7.314285714285714,12.202857142857143,15.394042062390744,10.902857142857144,13.75407738470688,139.57924228447214,183.70445648740406,104.83554246440845,102.74597318102552,105.3416149068323,103.24195864907028,559941.8163265305,542161.8428571428,12112.677736320038,11264.533745141289,12.293673469387755,12.516095238095238,15.508607883673212,15.784384336237611,6.489731421651709,4.435416375615927
2011-08-16,617181.8571428572,13250.83753644315,10379.42857142857,1.1428571428571428,1.1428571428571428,1.1428571428571428,12.212857142857144,15.406657175296006,10.928571428571429,13.786516246463263,164.4134691789893,201.20669489835993,104.9214531173294,102.83017147326002,105.59006211180125,103.48545383456337,554485.0612244898,546538.8904761905,12716.968252962231,11680.748786478734,12.20795918367347,12.418238095238095,15.400478344485265,15.662811060637656,3.5465584991760677,3.8672032518571062
2011-08-23,649799.8571428572,12995.997142857143,10112.357142857143,4.146285714285715,4.142857142857143,4.885714285714286,12.252857142857142,15.457117626917048,10.942857142857141,13.804537836327922,173.10270473511315,197.33708339802902,105.26509572901325,103.16696464219805,105.728088336784,103.6207289376151,655810.8367346938,578055.2761904763,13244.767544773013,12288.8562657748,12.215306122448979,12.325952380952382,15.409746590701374,15.548263751003839,2.5843265306122443,3.3173847873284372
2011-08-30,550420.7142857143,12900.636129568107,9562.785714285714,4.005107973421927,3.9999999999999996,4.785714285714286,12.512857142857143,15.7466378440255,11.107142857142858,13.97768738666297,146.62870934448839,195.88907875279236,107.49877270495827,105.09933798130078,107.31538992408558,104.92043797776292,593227.8979591837,590295.0476190476,12956.394366397722,12703.444422683498,12.382857142857144,12.288190476190477,15.604672104714044,15.497854561522312,3.6956919791172274,4.014533129588929
2011-09-06,546914.4285714285,12718.940199335548,9657.285714285714,3.648504983388704,3.7142857142857144,4.085714285714286,12.635714285714286,15.885987284026003,11.178571428571429,14.054024929056357,145.69465629100563,193.1301257811005,108.55424644084438,106.02941169209451,108.00552104899931,105.49344896023077,546356.387755102,583831.5476190476,12777.501364499287,12869.960958144218,12.60061224489796,12.342380952380951,15.842935273074838,15.55387794608114,4.823439724727099,3.9193453926623367
2011-09-13,571799.1428571428,12063.656411960133,9524.42857142857,0.9928606771753729,0.9857142857142858,1.1857142857142857,12.448571428571428,15.65070584431912,11.131428571428572,13.994755558748517,152.32379186570097,183.18000114062602,106.94648993618067,104.4590495743258,107.55003450655624,105.04855645982342,555965.3265306122,588982.5,12352.179962031325,12856.349138845571,12.545714285714284,12.421428571428573,15.772836667983762,15.641061914728533,1.8606991285381038,3.1011605275559013
2011-09-20,576756.0,11739.64869300912,9755.285714285714,0.14178115501519756,0.14285714285714285,0.18571428571428572,12.362857142857143,15.542943352850315,11.155714285714286,14.025288264664677,153.64426826929224,178.2601217690471,106.21011291114384,103.73979974939355,107.78467908902692,105.2777435054878,567929.306122449,571665.3666666666,11673.97379999798,12481.083929301854,12.416122448979593,12.470095238095238,15.609910043977356,15.690049455209119,0.4783327712084328,2.8013143646473933
2011-09-27,654454.0,13126.909912536443,10741.285714285714,0.013428571428571429,0.014285714285714287,0.014285714285714287,12.155714285714286,15.272671795610531,11.06142857142857,13.897783295158018,174.3425399058031,199.32492195047664,104.43053510063818,101.93589963925963,106.87370600414079,104.3206554783407,633611.9183673469,574583.1619047619,12692.247234574246,12406.702337191991,12.23387755102041,12.451761904761906,15.377972291059674,15.655570765452634,0.024458532349109278,1.9460667597370467
